ID_Vente,ID_Client,ID_Produit,Date,ID_Canal,Quantite,Montant_TTC
11634,1755,136,2023-12-05,2,4,3968.4
11635,4220,112,2024-11-19,1,4,3129.74
11637,2132,195,2024-08-10,2,1,140.65
11638,1258,105,2024-05-27,3,2,952.87
11642,2754,4,2023-11-25,2,2,6156.24
11648,4482,9,2023-06-25,3,4,412.61
11655,1552,38,2023-09-19,3,4,37145.81
11656,3420,121,2023-06-28,1,3,23934.46
11657,1733,128,2024-11-13,3,1,2408.09
11658,1712,4,2024-10-11,3,4,12312.48
11659,1172,226,2024-07-24,3,3,1320.26
11664,795,164,2024-04-28,1,4,3896.74
11667,131,215,2023-12-07,1,2,159.0
11670,3906,15,2023-11-27,2,3,3794.58
11677,4003,11,2024-02-25,2,4,1044.96
11682,1112,46,2023-01-13,2,4,432.53
11685,4930,109,2023-11-11,1,4,10037.57
11686,1756,141,2023-11-26,1,2,1175.83
11687,4663,71,2024-04-02,2,4,1155.65
11689,1932,159,2024-06-03,2,1,805.1
11690,4404,2,2024-01-08,2,2,3190.3
11691,3500,88,2023-09-19,3,1,8019.88
11694,2915,235,2024-04-08,3,3,255.28
11696,1266,273,2024-01-10,3,3,2487.2
11700,4400,156,2023-07-13,3,4,4831.54
11702,3540,207,2023-06-21,2,4,723.26
11704,2676,94,2024-09-21,3,3,2003.98
11705,2697,64,2024-04-21,1,4,6309.79
11706,2125,181,2023-04-09,1,2,7663.51
11707,1805,134,2024-09-11,1,2,2746.27
11708,2428,248,2024-02-26,2,1,863.04
11710,3736,242,2024-11-11,1,2,926.06
11712,2619,251,2024-06-23,3,4,13722.14
11718,2083,30,2024-04-14,2,4,25735.44
11719,3548,255,2024-06-17,1,4,11267.71
11721,3222,282,2024-08-01,3,4,13511.95
11722,3079,126,2024-12-04,2,3,797.54
11724,1276,94,2023-11-01,2,2,1335.98
11727,4397,33,2023-12-06,2,1,398.57
11732,3743,126,2023-09-25,3,1,265.85
11734,3140,117,2023-04-20,2,1,4148.09
11735,4055,22,2023-07-20,3,1,527.39
11737,4962,25,2023-06-14,3,2,1156.97
11739,2966,167,2023-11-11,2,4,4078.51
11740,772,110,2023-08-02,3,1,419.24
11741,2972,96,2023-05-24,2,1,815.3
11748,2316,169,2024-04-19,1,1,2548.43
11750,3940,66,2024-06-09,3,3,6470.89
11753,1930,244,2024-10-12,2,3,1008.11
11756,4902,54,2024-04-09,2,1,8489.89
11758,724,273,2024-04-26,1,2,1658.14
11760,3319,17,2024-03-01,1,2,889.51
11761,3043,253,2024-08-02,1,1,4313.33
11762,4169,149,2024-10-29,3,1,2615.57
11769,3629,6,2024-12-11,3,3,1374.48
11770,4568,256,2023-05-03,3,2,608.81
11772,4010,234,2023-07-24,1,2,7229.93
11773,2957,44,2024-10-06,1,4,12997.3
11777,2354,269,2024-10-21,1,4,4858.03
11779,2652,118,2024-11-11,2,2,842.9
11781,1453,84,2024-12-09,2,3,1260.86
11785,2832,212,2023-11-02,3,2,4676.06
11788,4817,122,2023-07-07,2,4,4831.15
11790,3507,247,2024-09-10,3,3,2370.67
11792,3774,196,2024-10-05,2,1,958.14
11794,1121,227,2024-11-07,3,1,3272.05
11795,1716,254,2024-06-14,3,3,16021.69
11797,4428,213,2023-11-15,1,1,5016.54
11804,4627,145,2024-04-23,3,2,637.3
11805,1442,269,2024-05-06,1,4,4858.03
11807,3274,143,2023-05-01,1,1,3037.34
11809,2960,122,2024-08-31,3,3,3623.36
11814,3585,49,2023-10-24,2,1,1321.21
11815,3605,93,2023-11-09,3,3,742.21
11820,1676,233,2024-05-16,3,1,7442.06
11822,4249,112,2024-02-21,2,1,782.44
11833,4809,151,2023-04-26,1,2,326.98
11835,1399,289,2024-08-15,2,2,399.77
11838,1837,152,2024-11-15,3,4,13331.33
11839,1741,261,2024-11-02,3,4,1070.11
11850,1913,229,2024-07-02,3,3,7491.31
11852,1369,169,2024-03-26,1,2,5096.86
11854,1957,225,2024-04-20,3,3,1061.1
11855,4769,31,2024-02-09,3,2,438.74
11856,216,70,2023-01-19,3,1,6128.12
11861,4992,268,2024-06-07,3,2,15304.61
11864,1251,159,2023-07-11,2,2,1610.21
11870,3069,24,2023-06-05,1,3,11242.48
11871,1424,85,2024-05-24,2,2,10449.36
11872,1402,203,2024-08-20,3,1,1022.46
11873,4203,10,2024-09-20,2,4,1662.05
11875,2562,111,2023-02-01,1,2,18280.7
11877,1357,270,2024-01-11,2,2,629.21
11880,2487,9,2024-03-12,3,2,206.3
11881,2013,26,2024-06-18,3,2,923.66
11882,1843,175,2023-12-23,1,1,1035.78
11884,2994,150,2024-05-06,3,2,16007.83
11886,3213,42,2024-11-18,3,4,4849.73
11897,1939,234,2024-04-12,1,4,14459.86
11898,3354,92,2023-07-27,3,3,7598.16
11901,2304,268,2023-11-09,1,1,7652.3
11903,4465,218,2023-11-20,2,1,215.69
11906,3401,210,2024-06-17,2,4,13123.49
11908,2588,108,2024-08-26,3,1,112.24
11912,671,134,2023-10-11,2,4,5492.54
11913,3654,243,2024-11-04,2,4,897.5
11914,1992,131,2023-11-04,2,3,1171.73
11917,3322,38,2024-07-12,1,1,9286.45
11919,3929,81,2023-11-03,3,4,13158.53
11921,2781,79,2024-04-21,3,4,7337.09
11923,1685,18,2024-11-01,2,1,548.88
11924,617,200,2023-12-16,3,4,31280.21
11926,2400,167,2024-11-18,3,2,2039.26
11930,4692,9,2024-12-07,1,4,412.61
11931,3430,295,2024-11-14,2,4,1908.34
11935,4782,279,2023-11-09,3,4,3622.66
11937,1030,167,2023-07-09,3,4,4078.51
11939,1395,267,2023-10-18,3,1,169.44
11941,2371,200,2023-11-07,3,3,23460.16
11942,2782,56,2024-04-22,3,2,1095.05
11944,3319,8,2023-11-04,2,2,1065.84
11946,549,174,2023-11-22,2,1,2871.61
11948,3552,99,2023-05-25,1,3,3725.68
11949,2779,242,2024-02-14,1,4,1852.13
11951,1187,199,2023-02-06,2,4,953.14
11952,127,216,2023-07-23,3,3,564.34
11953,2652,13,2024-06-25,3,3,1503.58
11957,2928,188,2023-03-01,1,3,540.0
11961,2187,96,2024-11-05,1,2,1630.61
11963,146,270,2024-01-08,1,3,943.81
11964,107,51,2024-07-16,3,4,2199.12
11965,4141,211,2024-11-21,2,2,4889.9
11966,2581,150,2023-03-21,1,3,24011.75
11971,1027,105,2024-11-29,3,4,1905.74
11972,2414,216,2023-03-17,2,2,376.22
11973,1664,290,2023-11-20,1,3,5769.36
11975,3232,125,2024-08-09,1,3,10956.92
11976,1882,143,2023-12-15,3,2,6074.69
11978,143,187,2024-10-12,2,3,7175.7
11979,2212,15,2024-05-05,1,2,2529.72
11980,2192,86,2023-04-16,1,1,667.99
11984,2212,162,2023-09-28,3,4,1578.77
11985,38,242,2024-10-20,3,1,463.03
11991,3442,297,2023-02-06,3,3,1015.81
11992,4105,104,2023-06-23,1,1,1603.19
11993,2771,77,2024-12-29,2,1,2587.6
11994,4754,25,2024-07-17,1,4,2313.94
11995,634,14,2023-09-05,3,2,15258.26
12001,2498,286,2024-01-30,1,1,956.72
12002,880,190,2023-07-22,2,4,17834.78
12003,238,191,2024-02-24,1,1,3196.6
12004,331,120,2023-04-14,3,2,9605.26
12005,3355,199,2023-12-11,1,2,476.57
12008,3071,123,2023-04-28,3,3,3496.97
12009,4679,260,2024-11-11,2,2,19012.25
12010,3117,74,2024-08-13,2,1,273.31
12014,735,129,2023-06-09,1,3,8489.63
12015,1451,143,2024-03-26,2,3,9112.03
12018,4302,87,2024-02-12,2,1,826.28
12019,83,18,2023-10-28,3,1,548.88
12020,4096,281,2023-03-06,3,4,2304.77
12022,4582,232,2024-07-02,1,2,18331.75
12023,1929,119,2024-12-23,2,4,5678.21
12024,4603,36,2023-01-12,3,2,781.97
12025,2053,200,2023-03-17,2,4,31280.21
12026,6,26,2023-11-14,3,1,461.83
12028,2241,42,2023-10-26,2,4,4849.73
12030,3538,107,2024-08-11,3,2,2472.34
12031,1451,96,2023-11-29,3,2,1630.61
12032,3330,148,2023-08-12,1,3,500.69
12033,2960,263,2023-01-11,2,2,15154.13
12034,111,297,2024-07-29,1,2,677.21
12036,1857,36,2024-04-14,2,4,1563.94
12038,3276,85,2023-11-26,3,1,5224.68
12040,1059,35,2023-11-09,1,1,2894.75
12044,1296,259,2024-02-16,2,2,2219.9
12046,2737,39,2024-12-26,1,1,361.48
12047,4285,38,2023-09-17,1,3,27859.36
12048,3816,52,2023-01-28,3,3,187.78
12053,1585,234,2024-07-28,2,3,10844.89
12056,4899,222,2024-06-11,1,2,14140.32
12058,3803,126,2023-10-25,1,4,1063.39
12062,3263,148,2024-02-17,3,1,166.9
12063,2517,166,2024-04-22,1,2,700.61
12064,1330,56,2023-06-07,1,3,1642.57
12065,2956,298,2024-06-24,2,3,1058.8
12066,4027,136,2024-06-11,3,4,3968.4
12069,415,201,2023-05-28,2,1,3146.24
12070,2800,268,2024-04-10,2,2,15304.61
12076,1116,130,2023-06-16,1,4,4122.62
12077,606,18,2023-11-19,3,2,1097.76
12078,2058,36,2024-07-26,1,3,1172.95
12080,1184,108,2023-05-07,3,1,112.24
12081,4895,175,2024-12-15,2,1,1035.78
12082,4147,286,2024-08-30,3,4,3826.9
12083,2926,287,2023-08-24,3,3,1914.16
12084,2150,106,2024-10-14,1,4,8003.47
12085,2569,230,2024-05-24,2,2,2710.06
12087,2175,172,2024-02-04,3,2,230.9
12089,3769,22,2024-12-22,2,1,527.39
12090,2676,10,2023-01-18,1,1,415.51
12093,148,121,2023-03-22,1,1,7978.15
12101,1458,12,2024-05-03,1,4,996.58
12103,4352,13,2024-04-09,3,4,2004.77
12108,4487,289,2024-04-22,1,1,199.88
12109,1354,179,2024-04-15,1,1,1034.08
12114,1117,150,2023-11-15,3,2,16007.83
12115,652,33,2024-11-21,1,3,1195.7
12116,3893,188,2024-07-17,1,1,180.0
12117,1285,81,2023-08-06,3,2,6579.26
12119,2867,294,2023-11-19,3,2,1304.5
12120,4678,252,2023-09-11,1,1,1874.27
12121,2851,75,2023-09-10,3,2,7819.9
12122,2963,47,2024-07-28,1,1,141.8
12123,161,287,2023-12-29,1,1,638.05
12124,842,247,2024-12-10,2,4,3160.9
12126,2076,294,2024-08-29,3,4,2608.99
12127,2363,238,2023-04-16,3,3,4642.45
12131,742,299,2024-02-12,3,1,1407.5
12132,1770,298,2024-01-03,2,2,705.86
12133,3139,219,2024-04-03,1,2,2481.05
12135,4996,114,2024-01-27,3,2,11783.69
12139,2016,264,2023-11-26,2,3,10093.75
12141,4549,207,2024-04-30,1,2,361.63
12142,1575,271,2023-05-21,1,1,2826.23
12143,3735,190,2023-11-20,1,1,4458.7
12144,3822,258,2024-04-20,3,1,2380.18
12145,3471,280,2024-04-19,2,1,150.19
12148,3029,101,2024-08-08,1,3,486.11
12154,1665,68,2023-05-29,2,2,2138.16
12158,1108,214,2023-12-23,2,3,1489.39
12159,4306,241,2024-03-20,3,1,1256.44
12160,2350,219,2023-11-27,1,1,1240.52
12161,2106,251,2023-12-19,1,2,6861.07
12163,2443,111,2024-05-27,3,3,27421.06
12167,3142,7,2023-06-26,1,3,926.1
12168,3872,120,2023-04-03,2,2,9605.26
12170,2380,129,2024-06-19,3,1,2829.88
12176,1985,56,2024-11-17,3,4,2190.1
12177,2633,271,2024-02-18,1,3,8478.68
12179,327,224,2023-06-09,1,2,3782.28
12185,2574,84,2024-11-13,3,1,420.29
12187,3691,208,2023-03-01,3,1,151.19
12188,3260,61,2023-09-23,3,4,1198.22
12189,2591,15,2024-11-19,1,1,1264.86
12195,3669,269,2023-06-16,2,2,2429.02
12196,1644,247,2024-07-11,3,2,1580.45
12197,3333,229,2024-12-01,2,4,9988.42
12198,2453,284,2023-02-14,3,4,31948.18
12201,862,266,2024-05-19,2,2,2177.11
12203,2872,258,2024-12-25,2,2,4760.35
12206,1614,4,2023-11-20,1,3,9234.36
12207,4483,67,2023-07-06,1,1,309.23
12208,2700,141,2023-02-19,2,4,2351.66
12211,4708,136,2024-10-09,2,2,1984.2
12216,897,277,2023-04-05,3,1,6646.09
12220,2275,36,2024-04-29,3,2,781.97
12221,2152,132,2024-11-23,1,4,3194.06
12222,3648,143,2024-03-27,3,4,12149.38
12224,480,272,2024-04-10,3,1,8922.47
12227,1529,202,2024-06-08,2,2,870.17
12229,3529,263,2024-11-30,2,3,22731.19
12233,717,150,2023-01-09,2,4,32015.66
12234,2053,82,2023-03-10,1,2,1469.16
12235,3466,292,2023-04-24,2,4,6344.98
12239,4595,156,2024-08-30,2,2,2415.77
12241,1818,89,2024-02-29,3,4,2314.51
12242,6,235,2023-04-21,1,1,85.09
12245,4740,126,2024-10-21,2,3,797.54
12247,1542,171,2023-01-30,1,3,14919.59
12248,3384,45,2023-02-03,1,3,3635.14
12249,1323,133,2024-08-26,3,2,440.52
12250,2429,86,2023-09-25,1,3,2003.98
12251,4914,250,2024-09-16,2,3,1380.85
12253,2903,73,2024-03-12,2,1,1535.38
12254,3427,188,2024-01-12,1,2,360.0
12257,1088,92,2024-01-03,1,2,5065.44
12264,4316,179,2023-04-20,3,4,4136.3
12265,3442,243,2024-04-21,1,3,673.13
12266,1837,158,2023-11-22,1,3,2999.95
12267,4515,115,2024-02-23,3,4,5340.1
12270,2136,187,2024-05-16,3,3,7175.7
12271,144,83,2024-01-24,2,2,2168.52
12274,1848,247,2024-05-10,1,3,2370.67
12275,4407,168,2023-06-05,2,3,1595.95
12276,141,198,2024-06-04,1,4,36586.9
12281,4981,100,2024-11-05,2,4,10915.78
12282,2534,29,2023-03-03,1,1,7109.69
12283,3645,139,2024-01-29,1,2,654.46
12286,4544,57,2023-07-09,3,2,842.06
12289,1757,116,2023-05-12,3,2,15263.38
12290,1797,125,2024-03-24,2,4,14609.23
12291,2951,39,2024-10-26,3,1,361.48
12294,3891,130,2023-01-07,2,1,1030.66
12296,443,142,2023-10-03,1,1,7718.41
12298,861,205,2023-11-07,1,4,2382.96
12300,4815,105,2024-08-12,2,4,1905.74
12301,2456,28,2024-11-20,1,3,15113.74
12302,1896,148,2024-07-12,3,3,500.69
12307,4824,190,2023-11-10,2,2,8917.39
12313,1559,180,2024-12-08,3,2,971.71
12316,1855,230,2024-09-30,1,3,4065.08
12317,3782,263,2023-04-22,1,3,22731.19
12318,943,226,2023-05-17,1,2,880.18
12319,1923,221,2024-12-26,2,2,978.41
12322,2818,221,2024-09-25,3,3,1467.61
12323,2948,149,2023-07-03,2,3,7846.7
12325,552,114,2023-11-17,3,1,5891.84
12326,2509,159,2024-05-14,2,4,3220.42
12328,3993,215,2023-12-19,3,1,79.5
12331,1879,44,2023-07-25,1,2,6498.65
12334,4444,82,2023-06-19,2,2,1469.16
12336,4092,169,2024-11-26,1,3,7645.28
12339,2307,116,2023-12-18,3,1,7631.69
12340,1402,179,2024-01-10,3,1,1034.08
12341,177,58,2024-04-20,1,1,6148.0
12345,4699,34,2023-09-28,2,1,2220.86
12348,1882,178,2024-03-05,2,4,1765.01
12349,3334,294,2023-11-05,1,4,2608.99
12351,963,93,2024-12-06,3,4,989.62
12358,2722,195,2024-06-10,1,4,562.61
12359,4258,15,2023-12-25,3,1,1264.86
12360,2591,144,2024-09-13,1,2,3746.26
12361,118,262,2024-12-11,3,2,6872.88
12362,872,77,2024-04-26,1,4,10350.38
12365,1550,242,2023-02-11,1,4,1852.13
12373,1475,75,2023-04-14,3,4,15639.79
12376,4166,60,2023-11-18,2,3,944.64
12378,4022,289,2023-06-28,2,1,199.88
12379,2722,114,2024-11-14,1,4,23567.38
12380,926,114,2024-03-23,3,4,23567.38
12383,2487,261,2024-11-25,2,3,802.58
12385,2169,42,2024-11-01,2,4,4849.73
12386,922,223,2024-11-01,3,4,1223.28
12389,1275,24,2023-05-14,3,3,11242.48
12390,2925,219,2023-11-23,3,3,3721.57
12393,4699,260,2024-10-26,2,4,38024.5
12396,2961,28,2023-10-19,3,3,15113.74
12399,4148,153,2023-04-08,3,1,284.58
12400,3595,59,2023-06-20,3,2,1114.75
12403,1166,79,2023-03-06,3,2,3668.54
12409,3997,114,2023-07-20,2,3,17675.53
12412,2043,91,2024-11-06,3,2,4836.65
12414,1612,122,2024-12-01,2,1,1207.79
12425,3022,295,2023-08-24,2,4,1908.34
12426,2903,139,2024-09-06,3,3,981.68
12427,2578,79,2024-11-03,3,4,7337.09
12434,4946,150,2024-05-11,2,1,8003.92
12435,2882,163,2023-11-27,1,1,2061.06
12436,973,224,2023-11-28,1,2,3782.28
12437,4730,120,2024-12-12,1,4,19210.51
12438,3845,263,2024-05-19,1,1,7577.06
12442,3409,197,2024-05-10,3,2,652.97
12444,3606,75,2024-05-31,2,2,7819.9
12446,4096,254,2024-04-28,1,2,10681.13
12447,3094,208,2024-07-01,2,3,453.56
12450,4736,236,2024-12-04,1,3,4211.57
12451,2665,85,2024-08-08,3,1,5224.68
12452,3687,32,2024-03-21,1,3,2396.02
12454,2617,111,2024-11-16,1,1,9140.35
12459,1807,101,2023-07-26,1,4,648.14
12461,84,174,2023-08-03,3,4,11486.45
12464,4407,1,2024-10-09,2,3,3667.68
12466,1237,107,2024-01-31,2,3,3708.5
12475,2701,279,2023-10-04,3,1,905.66
12477,3587,164,2023-06-05,1,1,974.18
12485,3740,30,2024-11-15,3,3,19301.58
12489,4744,290,2023-03-12,3,2,3846.24
12490,3725,113,2023-03-01,3,1,3124.78
12491,380,255,2023-12-24,1,4,11267.71
12494,893,140,2023-10-12,1,4,346.42
12495,708,72,2024-01-09,1,4,13036.66
12496,4873,254,2023-07-10,2,1,5340.56
12497,601,66,2024-12-12,1,1,2156.96
12498,2341,23,2023-01-27,3,4,13971.41
12500,4143,213,2024-07-02,1,3,15049.62
12501,1838,7,2024-11-24,1,2,617.4
12507,1361,137,2023-11-18,3,1,224.18
12508,1651,189,2024-05-21,1,4,5322.58
12512,2543,92,2023-10-29,3,1,2532.72
12515,3481,8,2024-08-20,1,1,532.92
12518,3244,143,2024-05-27,2,1,3037.34
12519,2354,154,2024-04-30,3,1,309.2
12520,4067,174,2024-02-28,2,4,11486.45
12523,702,173,2023-02-06,2,2,421.06
12524,3340,187,2024-07-08,2,3,7175.7
12526,3991,227,2023-08-26,3,4,13088.21
12528,2932,299,2023-08-04,2,3,4222.51
12531,2041,266,2023-03-28,1,3,3265.67
12532,1176,146,2024-02-11,2,1,8138.87
12534,3149,243,2024-01-31,1,2,448.75
12535,4543,66,2024-02-07,3,1,2156.96
12536,1187,246,2023-02-09,2,4,1978.9
12540,618,49,2024-09-12,1,1,1321.21
12541,1312,221,2024-09-11,3,3,1467.61
12543,3628,203,2024-11-24,3,4,4089.84
12544,110,285,2024-11-12,1,3,2926.94
12547,4416,43,2024-09-26,2,1,1345.78
12550,3410,194,2024-08-15,2,1,3760.72
12555,3201,290,2024-10-06,1,2,3846.24
12556,4127,117,2024-02-24,2,3,12444.26
12558,1623,287,2023-05-19,2,4,2552.21
12559,1844,282,2024-07-05,1,4,13511.95
12561,2901,285,2024-04-04,1,1,975.65
12566,120,175,2024-01-09,2,4,4143.12
12568,4785,210,2024-04-28,2,3,9842.62
12569,2344,32,2024-10-21,3,4,3194.69
12570,494,272,2023-07-15,1,3,26767.4
12573,1711,276,2023-03-06,2,1,2853.11
12576,4112,279,2023-07-16,1,1,905.66
12577,3832,144,2024-11-14,1,3,5619.38
12582,4953,236,2023-04-04,3,4,5615.42
12583,2740,227,2023-09-26,1,1,3272.05
12584,288,233,2024-05-01,3,3,22326.19
12587,2942,292,2023-09-08,1,4,6344.98
12588,3166,48,2024-11-05,2,4,35017.3
12589,774,279,2023-11-14,3,3,2716.99
12591,2757,4,2023-04-17,3,4,12312.48
12593,3295,24,2024-05-18,2,2,7494.98
12595,1910,254,2024-12-21,1,3,16021.69
12597,4208,124,2023-11-26,1,1,938.82
12598,1492,259,2023-06-12,2,1,1109.95
12600,4430,158,2023-05-10,3,3,2999.95
12601,4521,26,2024-08-17,2,1,461.83
12602,2634,36,2023-11-02,3,2,781.97
12604,2874,193,2024-05-30,1,4,1741.73
12605,227,297,2024-11-30,2,1,338.6
12607,3438,44,2024-06-09,3,3,9747.97
12608,4170,55,2024-08-08,3,2,343.42
12609,1397,90,2024-10-04,1,4,4369.1
12610,956,99,2024-07-02,2,3,3725.68
12613,4812,256,2024-04-25,2,3,913.21
12614,2156,63,2023-11-17,3,1,324.36
12615,789,292,2024-03-17,3,4,6344.98
12619,1326,16,2023-07-17,2,2,2237.28
12623,4785,50,2023-06-29,2,3,1660.18
12624,4871,224,2023-06-02,3,4,7564.56
12626,1341,79,2023-07-08,1,2,3668.54
12630,1336,226,2024-07-17,2,3,1320.26
12632,763,98,2024-05-31,3,1,2800.6
12633,1239,178,2023-05-12,3,3,1323.76
12635,1569,177,2024-07-08,1,3,1195.52
12636,1728,284,2023-06-08,1,4,31948.18
12638,2980,96,2024-01-31,3,4,3261.22
12639,3791,61,2024-07-17,2,1,299.56
12643,4996,246,2024-11-01,1,4,1978.9
12645,3977,216,2023-08-29,1,2,376.22
12646,3348,165,2024-02-07,1,3,5529.89
12647,3773,161,2023-03-15,3,4,5312.4
12651,1924,213,2024-12-28,3,4,20066.16
12652,3702,72,2023-08-07,1,4,13036.66
12654,1039,216,2023-01-02,2,2,376.22
12655,4578,244,2024-09-15,1,4,1344.14
12657,1972,209,2023-01-15,1,1,533.82
12660,1717,134,2023-09-06,2,2,2746.27
12662,285,1,2024-04-24,1,3,3667.68
12664,167,128,2024-12-11,1,3,7224.26
12669,970,298,2023-12-28,1,3,1058.8
12671,2450,139,2023-11-15,2,2,654.46
12672,3779,219,2024-11-08,2,3,3721.57
12676,4625,258,2024-02-23,3,4,9520.7
12677,523,221,2023-11-12,1,4,1956.82
12680,1541,71,2023-09-26,3,1,288.91
12681,4657,124,2023-05-09,3,2,1877.64
12682,4322,156,2023-11-20,3,1,1207.88
12683,261,254,2024-07-06,3,4,21362.26
12684,2747,84,2024-10-23,3,4,1681.15
12685,96,249,2023-03-26,1,3,11900.23
12687,1200,290,2023-07-19,1,1,1923.12
12694,8,101,2023-04-16,3,1,162.04
12695,2522,264,2023-10-23,1,3,10093.75
12696,890,69,2024-11-09,1,2,1994.71
12697,392,76,2024-11-29,1,1,7350.1
12698,3193,198,2024-03-09,2,1,9146.72
12700,1602,36,2023-09-16,2,2,781.97
12701,4946,101,2024-01-02,2,3,486.11
12702,2434,99,2024-11-06,2,1,1241.89
12703,1739,233,2024-11-22,3,4,29768.26
12705,3438,93,2023-12-15,3,2,494.81
12714,3901,64,2024-09-14,2,3,4732.34
12715,3779,191,2023-11-19,2,1,3196.6
12717,1629,184,2023-10-23,2,2,7438.78
12720,2517,170,2024-12-11,1,4,8617.1
12723,3730,229,2023-09-26,3,1,2497.1
12724,4234,144,2024-01-06,3,3,5619.38
12725,1090,232,2024-12-20,3,4,36663.5
12728,3806,85,2024-05-21,3,1,5224.68
12730,4933,197,2023-11-25,3,3,979.45
12731,2109,286,2023-05-26,2,4,3826.9
12732,2702,29,2023-04-09,3,1,7109.69
12733,1632,155,2024-05-17,3,4,21322.37
12734,2326,96,2023-04-17,2,2,1630.61
12738,4113,9,2024-11-24,1,1,103.15
12739,299,108,2024-11-07,2,3,336.71
12742,2417,259,2024-12-13,3,2,2219.9
12743,628,28,2023-03-15,2,1,5037.91
12745,1641,118,2024-07-16,2,1,421.45
12746,2946,179,2023-06-14,3,1,1034.08
12747,1861,23,2024-10-14,2,3,10478.56
12748,27,14,2023-03-19,1,4,30516.53
12750,3451,70,2024-09-13,3,1,6128.12
12751,1087,281,2024-07-05,1,3,1728.58
12752,3072,277,2023-04-03,2,1,6646.09
12754,969,67,2023-07-13,1,4,1236.91
12758,3968,297,2024-04-10,2,3,1015.81
12759,3318,285,2024-11-13,2,3,2926.94
12764,2785,82,2023-08-02,3,1,734.58
12765,453,153,2023-12-09,2,1,284.58
12766,3874,288,2023-11-07,1,2,825.07
12767,1381,194,2024-10-22,1,2,7521.43
12772,1752,125,2024-04-09,2,2,7304.62
12777,1007,262,2023-02-24,2,1,3436.44
12778,3034,251,2023-02-18,2,2,6861.07
12784,1924,293,2024-08-29,2,3,3706.74
12785,2473,17,2023-02-23,2,2,889.51
12787,2272,142,2023-10-07,3,2,15436.82
12788,2539,274,2023-11-22,3,1,8324.34
12789,3576,59,2023-12-31,2,1,557.38
12792,3929,231,2024-02-02,2,2,4724.83
12795,1679,217,2023-07-09,3,3,7153.88
12799,3230,68,2024-03-04,2,3,3207.24
12801,26,218,2023-10-29,1,4,862.75
12803,663,47,2023-11-30,1,2,283.61
12805,4187,118,2023-02-20,3,1,421.45
12806,1890,77,2024-01-27,1,2,5175.19
12808,335,147,2024-07-03,3,3,1113.84
12810,582,35,2023-04-10,2,2,5789.5
12816,1100,226,2023-11-01,3,4,1760.35
12818,4373,155,2024-06-04,3,2,10661.18
12820,2799,83,2023-07-11,2,2,2168.52
12821,4121,104,2023-11-19,2,1,1603.19
12822,4670,60,2024-09-30,3,4,1259.52
12823,1772,74,2024-08-15,3,3,819.94
12824,563,215,2024-02-14,3,2,159.0
12827,599,1,2023-04-12,2,2,2445.12
12828,4333,148,2023-06-19,2,1,166.9
12829,1273,252,2023-11-25,3,1,1874.27
12834,728,179,2024-04-18,1,3,3102.23
12835,2396,261,2023-02-05,2,2,535.06
12837,4578,201,2023-08-28,1,3,9438.73
12838,521,213,2024-08-31,3,2,10033.08
12844,4480,211,2023-08-28,3,1,2444.95
12846,270,267,2024-04-19,2,1,169.44
12853,1997,160,2023-11-04,1,4,2228.74
12854,4385,130,2024-11-06,2,2,2061.31
12858,3499,57,2023-01-01,2,1,421.03
12860,4914,261,2024-06-18,1,1,267.53
12861,1403,271,2024-02-25,3,1,2826.23
12862,4568,245,2024-11-26,3,3,1355.08
12864,2726,165,2024-04-03,2,4,7373.18
12867,4329,234,2024-05-06,2,4,14459.86
12870,2731,185,2023-10-13,3,2,508.7
12873,2126,267,2023-12-25,3,2,338.88
12874,4618,141,2024-04-18,1,2,1175.83
12877,895,238,2024-01-04,3,3,4642.45
12879,4584,58,2024-09-28,2,2,12295.99
12880,4686,39,2023-11-06,2,4,1445.9
12881,6,76,2024-01-30,2,1,7350.1
12882,4019,38,2023-02-16,3,2,18572.9
12883,481,207,2023-11-05,2,1,180.82
12884,2149,144,2024-11-06,1,4,7492.51
12889,1280,127,2023-03-11,1,4,3680.11
12893,3201,266,2024-11-11,3,2,2177.11
12894,2528,233,2024-10-23,3,3,22326.19
12895,522,131,2023-03-07,3,1,390.58
12898,2927,162,2024-11-09,2,1,394.69
12899,2659,225,2024-02-05,1,1,353.7
12900,2211,129,2024-02-01,3,3,8489.63
12903,2164,132,2024-12-24,1,2,1597.03
12905,3684,54,2023-06-04,3,1,8489.89
12906,2993,143,2023-08-17,2,1,3037.34
12907,2033,79,2024-11-08,1,3,5502.82
12908,526,171,2024-11-26,3,2,9946.39
12910,3162,222,2024-04-29,3,3,21210.48
12911,357,172,2024-02-12,3,4,461.81
12912,2239,246,2024-12-15,1,2,989.45
12913,4339,191,2024-05-26,1,3,9589.79
12914,4555,121,2023-12-04,1,3,23934.46
12915,2061,46,2023-01-10,2,2,216.26
12917,1233,242,2023-03-25,2,2,926.06
12920,2378,122,2024-11-16,1,1,1207.79
12923,3875,46,2024-10-13,2,2,216.26
12925,3155,281,2023-06-30,1,3,1728.58
12928,4518,34,2024-08-18,3,3,6662.59
12930,2754,260,2024-04-16,2,3,28518.37
12933,4115,171,2023-05-13,2,3,14919.59
12941,933,163,2024-06-09,1,1,2061.06
12943,4827,262,2024-04-11,3,4,13745.76
12946,1931,106,2023-05-04,2,4,8003.47
12947,371,176,2024-04-14,3,4,1800.38
12949,2498,59,2023-07-07,2,1,557.38
