ID_Stock;ID_Produit;ID_Date;Date_Snapshot;Quantite_Disponible;Quantite_Reservee;Valeur_Stock
6309;9;148;2023-05-28;112;40;121544.64
6310;10;148;2023-05-28;19;6;220267.0
6311;11;148;2023-05-28;78;14;619079.76
6312;12;148;2023-05-28;442;39;1429436.84
6313;13;148;2023-05-28;382;1;4198439.76
6314;14;148;2023-05-28;484;38;309421.2
6315;15;148;2023-05-28;48;37;186552.0
6316;16;148;2023-05-28;221;33;913273.66
6317;17;148;2023-05-28;285;20;1637213.85
6318;18;148;2023-05-28;217;47;1907271.59
6319;19;148;2023-05-28;34;4;156180.36
6320;20;148;2023-05-28;66;22;163434.48
6321;21;148;2023-05-28;485;46;2527480.5
6322;22;148;2023-05-28;443;38;6354733.11
6323;23;148;2023-05-28;182;7;2046537.22
6324;24;148;2023-05-28;389;33;4199550.64
6325;25;148;2023-05-28;347;16;445714.56
6326;26;148;2023-05-28;300;47;341712.0
6327;27;148;2023-05-28;260;19;430775.8
6328;28;148;2023-05-28;173;46;220846.61
6329;29;148;2023-05-28;357;48;709883.79
6330;30;148;2023-05-28;182;50;212015.44
6331;31;148;2023-05-28;130;1;25532.0
6332;32;148;2023-05-28;275;31;225970.25
6333;33;148;2023-05-28;180;16;58019.4
6334;34;148;2023-05-28;159;42;170918.64
6335;35;148;2023-05-28;484;1;409391.4
6336;36;148;2023-05-28;482;2;134376.78
6337;37;148;2023-05-28;291;0;249538.32
6338;38;148;2023-05-28;294;16;520965.06
6339;39;148;2023-05-28;372;23;643816.68
6340;40;148;2023-05-28;465;32;592837.8
6341;41;148;2023-05-28;444;24;289519.08
6342;42;148;2023-05-28;492;42;272784.48
6343;43;148;2023-05-28;499;26;953139.9
6344;44;148;2023-05-28;307;46;75389.99
6345;45;148;2023-05-28;245;8;51513.7
6346;46;148;2023-05-28;492;26;192686.88
6347;47;148;2023-05-28;316;37;85939.36
6348;48;148;2023-05-28;407;34;51684.93
6349;49;148;2023-05-28;133;12;292315.38
6350;50;148;2023-05-28;468;42;1051053.12
6351;51;148;2023-05-28;336;17;765199.68
6352;52;148;2023-05-28;166;48;308021.3
6353;53;148;2023-05-28;449;37;1174341.54
6354;54;148;2023-05-28;463;27;406865.88
6355;55;148;2023-05-28;186;50;385938.84
6356;56;148;2023-05-28;426;9;295511.94
6357;57;148;2023-05-28;265;7;545767.5
6358;58;148;2023-05-28;239;18;361286.74
6359;59;148;2023-05-28;9;0;11623.77
6360;60;148;2023-05-28;473;44;1138648.17
6361;61;148;2023-05-28;12;11;10700.16
6362;62;148;2023-05-28;146;8;90295.16
6363;63;148;2023-05-28;284;32;141951.72
6364;64;148;2023-05-28;225;6;35237.25
6365;65;148;2023-05-28;484;18;75518.52
6366;66;148;2023-05-28;446;33;114068.96
6367;67;148;2023-05-28;244;15;125696.6
6368;68;148;2023-05-28;275;17;212544.75
6369;69;148;2023-05-28;3;3;1901.13
6370;70;148;2023-05-28;208;5;95856.8
6371;71;148;2023-05-28;81;17;55152.09
6372;72;148;2023-05-28;162;23;10165.5
6373;73;148;2023-05-28;199;4;64290.93
6374;74;148;2023-05-28;317;27;138830.15
6375;75;148;2023-05-28;464;44;159926.88
6376;76;148;2023-05-28;382;15;133791.68
6377;77;148;2023-05-28;246;48;93898.2
6378;78;148;2023-05-28;243;25;67172.49
6379;79;148;2023-05-28;456;44;109348.8
6380;80;148;2023-05-28;468;40;271463.4
6381;81;148;2023-05-28;494;0;51632.88
6382;82;148;2023-05-28;270;26;91808.1
6383;83;148;2023-05-28;478;30;55921.22
6384;84;148;2023-05-28;464;24;30902.4
6385;85;148;2023-05-28;393;22;242991.9
6386;86;148;2023-05-28;326;48;210433.0
6387;87;148;2023-05-28;415;24;578244.4
6388;88;148;2023-05-28;271;32;195648.45
6389;89;148;2023-05-28;107;46;141854.18
6390;90;148;2023-05-28;270;2;401886.9
6391;91;148;2023-05-28;158;46;189419.88
6392;92;148;2023-05-28;484;22;102443.44
6393;93;148;2023-05-28;414;4;325027.26
6394;94;148;2023-05-28;103;23;125227.4
6395;95;148;2023-05-28;402;30;426304.92
6396;96;148;2023-05-28;487;29;553290.44
6397;97;148;2023-05-28;397;33;333404.57
6398;98;148;2023-05-28;239;23;129365.92
6399;99;148;2023-05-28;26;23;9230.52
6400;100;148;2023-05-28;109;32;71620.63
6401;101;148;2023-05-28;151;26;36416.67
6402;102;148;2023-05-28;416;17;539015.36
6403;103;148;2023-05-28;231;15;58687.86
6404;104;148;2023-05-28;264;38;76639.2
6405;105;148;2023-05-28;219;11;20406.42
6406;106;148;2023-05-28;39;8;8392.41
6407;107;148;2023-05-28;203;0;51324.49
6408;108;148;2023-05-28;446;40;105795.66
6409;109;148;2023-05-28;316;5;81790.28
6410;110;148;2023-05-28;492;43;110473.68
6411;111;148;2023-05-28;130;31;17641.0
6412;112;148;2023-05-28;15;3;4375.65
6413;113;148;2023-05-28;197;15;41781.73
6414;114;148;2023-05-28;184;0;35878.16
6415;115;148;2023-05-28;299;47;58684.73
6416;116;148;2023-05-28;105;47;10837.05
6417;117;148;2023-05-28;339;18;94025.04
6418;118;148;2023-05-28;452;11;5811594.52
6419;119;148;2023-05-28;46;35;6628.14
6420;120;148;2023-05-28;363;42;54907.38
6421;121;148;2023-05-28;127;49;619146.59
6422;122;148;2023-05-28;130;1;277102.8
6423;123;148;2023-05-28;456;45;349364.4
6424;124;148;2023-05-28;396;5;151604.64
6425;125;148;2023-05-28;272;20;188925.76
6426;126;148;2023-05-28;466;15;174996.98
6427;127;148;2023-05-28;37;10;71401.86
6428;128;148;2023-05-28;174;45;1500807.42
6429;129;148;2023-05-28;59;42;850597.1
6430;130;148;2023-05-28;67;20;94064.65
6431;131;148;2023-05-28;344;3;510551.04
6432;132;148;2023-05-28;41;1;13791.17
6433;133;148;2023-05-28;366;36;60646.2
6434;134;148;2023-05-28;378;49;874680.66
6435;135;148;2023-05-28;307;14;85748.17
6436;136;148;2023-05-28;87;29;15160.62
6437;137;148;2023-05-28;256;1;646248.96
6438;138;148;2023-05-28;199;5;1716850.61
6439;139;148;2023-05-28;225;11;420682.5
6440;140;148;2023-05-28;397;18;74497.05
6441;141;148;2023-05-28;404;5;38501.2
6442;142;148;2023-05-28;188;26;34834.52
6443;143;148;2023-05-28;281;16;470675.0
6444;144;148;2023-05-28;101;32;639977.41
6445;145;148;2023-05-28;246;28;3080429.22
6446;146;148;2023-05-28;471;1;233286.3
6447;147;148;2023-05-28;309;19;486906.75
6448;148;148;2023-05-28;289;18;65389.14
6449;149;148;2023-05-28;52;0;6861.4
6450;150;148;2023-05-28;302;39;87875.96
6451;151;148;2023-05-28;83;25;24855.18
6452;152;148;2023-05-28;467;48;74748.02
6453;153;148;2023-05-28;288;25;47278.08
6454;154;148;2023-05-28;143;7;140733.45
6455;155;148;2023-05-28;374;32;117791.3
6456;156;148;2023-05-28;435;1;1929646.95
6457;157;148;2023-05-28;469;13;2504807.06
6458;158;148;2023-05-28;7;7;5982.76
6459;159;148;2023-05-28;120;36;100678.8
6460;160;148;2023-05-28;116;41;60678.44
6461;161;148;2023-05-28;481;33;5649638.41
6462;162;148;2023-05-28;196;45;307537.72
6463;163;148;2023-05-28;436;31;178315.28
6464;164;148;2023-05-28;96;13;111290.88
6465;165;148;2023-05-28;464;34;5887301.6
6466;166;148;2023-05-28;115;5;22492.85
6467;167;148;2023-05-28;59;38;95682.07
6468;168;148;2023-05-28;35;16;9748.55
6469;169;148;2023-05-28;356;45;155130.56
6470;170;148;2023-05-28;237;20;2901766.38
6471;171;148;2023-05-28;166;19;45042.44
6472;172;148;2023-05-28;131;44;86783.57
6473;173;148;2023-05-28;55;23;6422.35
6474;174;148;2023-05-28;329;14;428124.41
6475;175;148;2023-05-28;21;9;16748.76
6476;176;148;2023-05-28;176;47;180407.04
6477;177;148;2023-05-28;348;8;468989.16
6478;178;148;2023-05-28;75;12;17864.25
6479;179;148;2023-05-28;206;36;69881.38
6480;180;148;2023-05-28;8;7;1139.04
6481;181;148;2023-05-28;339;27;25072.44
6482;182;148;2023-05-28;8;1;10964.48
6483;183;148;2023-05-28;396;43;513037.8
6484;184;148;2023-05-28;463;23;385044.69
6485;185;148;2023-05-28;491;1;248166.13
6486;186;148;2023-05-28;116;15;159204.2
6487;187;148;2023-05-28;305;39;66926.15
6488;188;148;2023-05-28;154;48;189164.36
6489;189;148;2023-05-28;453;15;113009.91
6490;190;148;2023-05-28;404;11;53695.64
6491;191;148;2023-05-28;142;25;21470.4
6492;192;148;2023-05-28;219;34;65178.78
6493;193;148;2023-05-28;367;43;752970.23
6494;194;148;2023-05-28;83;31;79199.43
6495;195;148;2023-05-28;234;28;121867.2
6496;196;148;2023-05-28;184;32;141622.96
6497;197;148;2023-05-28;170;41;17249.9
6498;198;148;2023-05-28;219;36;208798.98
6499;199;148;2023-05-28;286;48;217631.7
6500;200;148;2023-05-28;217;10;428815.87
6501;201;148;2023-05-28;466;42;57998.36
6502;202;148;2023-05-28;475;15;5308775.75
6503;203;148;2023-05-28;388;16;83842.92
6504;204;148;2023-05-28;232;32;57693.76
6505;205;148;2023-05-28;472;39;230600.32
6506;206;148;2023-05-28;499;13;734108.84
6507;207;148;2023-05-28;211;13;207642.99
6508;208;148;2023-05-28;414;1;321942.96
6509;209;148;2023-05-28;406;41;51720.34
6510;210;148;2023-05-28;436;9;462600.36
6511;211;148;2023-05-28;2;2;2828.02
6512;212;148;2023-05-28;449;48;375601.97
6513;213;148;2023-05-28;326;36;176920.2
6514;214;148;2023-05-28;54;3;301104.54
6515;215;148;2023-05-28;466;39;1344889.98
6516;216;148;2023-05-28;37;21;28501.1
6517;217;148;2023-05-28;327;6;384162.87
6518;218;148;2023-05-28;23;2;3610.77
6519;219;148;2023-05-28;201;10;1390172.28
6520;220;148;2023-05-28;118;11;58417.08
6521;221;148;2023-05-28;263;16;148981.61
6522;222;148;2023-05-28;219;41;112616.37
6523;223;148;2023-05-28;460;25;40227.0
6524;224;148;2023-05-28;203;49;29938.44
6525;225;148;2023-05-28;170;28;48038.6
6526;226;148;2023-05-28;11;3;13715.02
6527;227;148;2023-05-28;386;13;299447.22
6528;228;148;2023-05-28;321;0;141506.43
6529;229;148;2023-05-28;430;2;390302.4
6530;230;148;2023-05-28;251;45;190069.75
6531;231;148;2023-05-28;368;0;52215.52
6532;232;148;2023-05-28;346;35;753930.54
6533;233;148;2023-05-28;185;40;305375.8
6534;234;148;2023-05-28;274;48;587721.78
6535;235;148;2023-05-28;336;22;20529.6
6536;236;148;2023-05-28;398;23;280092.5
6537;237;148;2023-05-28;74;8;81064.78
6538;238;148;2023-05-28;54;25;37785.96
6539;239;148;2023-05-28;103;38;164003.81
6540;240;148;2023-05-28;109;38;162890.69
6541;241;148;2023-05-28;197;38;23537.56
6542;242;148;2023-05-28;102;25;20341.86
6543;243;148;2023-05-28;21;8;200956.35
6544;244;148;2023-05-28;215;28;375815.7
6545;245;148;2023-05-28;198;39;131616.54
6546;246;148;2023-05-28;52;4;8879.52
6547;247;148;2023-05-28;31;4;39927.38
6548;248;148;2023-05-28;285;1;29791.05
6549;249;148;2023-05-28;154;47;45930.5
6550;250;148;2023-05-28;197;36;124297.15
6551;251;148;2023-05-28;204;14;224308.2
6552;252;148;2023-05-28;122;28;29131.16
6553;253;148;2023-05-28;420;33;263428.2
6554;254;148;2023-05-28;151;5;308061.14
6555;255;148;2023-05-28;43;30;15028.07
6556;256;148;2023-05-28;271;28;4051799.59
6557;257;148;2023-05-28;373;18;121314.52
6558;258;148;2023-05-28;124;25;1036591.64
6559;259;148;2023-05-28;349;28;462644.87
6560;260;148;2023-05-28;58;13;9523.02
6561;261;148;2023-05-28;372;44;72614.4
6562;262;148;2023-05-28;313;5;501535.55
6563;263;148;2023-05-28;51;39;28847.64
6564;264;148;2023-05-28;362;39;3875731.28
6565;265;148;2023-05-28;337;32;261228.92
6566;266;148;2023-05-28;396;30;4530537.0
6567;267;148;2023-05-28;285;5;1815948.75
6568;268;148;2023-05-28;301;26;34100.29
6569;269;148;2023-05-28;118;48;187969.28
6570;270;148;2023-05-28;42;2;106272.6
6571;271;148;2023-05-28;349;32;918595.92
6572;272;148;2023-05-28;192;27;105989.76
6573;273;148;2023-05-28;174;0;131979.0
6574;274;148;2023-05-28;1;1;1051.64
6575;275;148;2023-05-28;350;7;59440.5
6576;276;148;2023-05-28;411;45;194020.77
6577;277;148;2023-05-28;294;35;411741.12
6578;278;148;2023-05-28;330;29;226373.4
6579;279;148;2023-05-28;404;7;917326.44
6580;280;148;2023-05-28;341;49;113344.99
6581;281;148;2023-05-28;414;45;325118.34
6582;282;148;2023-05-28;391;28;452469.11
6583;283;148;2023-05-28;410;14;2508216.0
6584;284;148;2023-05-28;107;27;66224.44
6585;285;148;2023-05-28;102;24;9301.38
6586;286;148;2023-05-28;50;2;88232.5
6587;287;148;2023-05-28;389;0;82709.18
6588;288;148;2023-05-28;42;15;43387.68
6589;289;148;2023-05-28;342;23;4891201.92
6590;290;148;2023-05-28;486;32;301164.48
6591;291;148;2023-05-28;322;49;805602.14
6592;292;148;2023-05-28;415;33;386900.35
6593;293;148;2023-05-28;78;15;422951.1
6594;294;148;2023-05-28;171;36;17065.8
6595;295;148;2023-05-28;383;25;530198.39
6596;296;148;2023-05-28;38;24;38862.98
6597;297;148;2023-05-28;427;22;22058.82
6598;298;148;2023-05-28;75;29;100689.75
6599;299;148;2023-05-28;377;36;907216.57
6600;300;148;2023-05-28;364;5;144096.68
6601;1;155;2023-06-04;4;4;19421.04
6602;2;155;2023-06-04;385;5;5203186.45
6603;3;155;2023-06-04;127;30;639784.09
6604;4;155;2023-06-04;246;34;3008720.22
6605;5;155;2023-06-04;324;2;3796560.72
6606;6;155;2023-06-04;299;30;2968056.39
6607;7;155;2023-06-04;357;1;1136016.84
6608;8;155;2023-06-04;155;27;741403.75
6609;9;155;2023-06-04;458;19;497030.76
6610;10;155;2023-06-04;174;3;2017182.0
6611;11;155;2023-06-04;139;15;1103231.88
6612;12;155;2023-06-04;202;8;653272.04
6613;13;155;2023-06-04;79;33;868263.72
6614;14;155;2023-06-04;270;22;172611.0
6615;15;155;2023-06-04;102;1;396423.0
6616;16;155;2023-06-04;47;31;194225.62
6617;17;155;2023-06-04;171;36;982328.31
6618;18;155;2023-06-04;68;11;597670.36
6619;19;155;2023-06-04;118;0;542037.72
6620;20;155;2023-06-04;220;49;544781.6
6621;21;155;2023-06-04;145;15;755638.5
6622;22;155;2023-06-04;398;14;5709218.46
6623;23;155;2023-06-04;196;23;2203963.16
6624;24;155;2023-06-04;88;34;950026.88
6625;25;155;2023-06-04;286;44;367361.28
6626;26;155;2023-06-04;254;2;289316.16
6627;27;155;2023-06-04;480;45;795278.4
6628;28;155;2023-06-04;147;35;187655.79
6629;29;155;2023-06-04;80;7;159077.6
6630;30;155;2023-06-04;277;30;322682.84
6631;31;155;2023-06-04;91;17;17872.4
6632;32;155;2023-06-04;55;12;45194.05
6633;33;155;2023-06-04;398;39;128287.34
6634;34;155;2023-06-04;403;30;433208.88
6635;35;155;2023-06-04;295;37;249525.75
6636;36;155;2023-06-04;380;7;105940.2
6637;37;155;2023-06-04;51;50;43733.52
6638;38;155;2023-06-04;62;45;109863.38
6639;39;155;2023-06-04;180;33;311524.2
6640;40;155;2023-06-04;135;47;172114.2
6641;41;155;2023-06-04;136;10;88681.52
6642;42;155;2023-06-04;471;13;261141.24
6643;43;155;2023-06-04;465;3;888196.5
6644;44;155;2023-06-04;468;4;114926.76
6645;45;155;2023-06-04;481;22;101135.06
6646;46;155;2023-06-04;437;47;171146.68
6647;47;155;2023-06-04;322;32;87571.12
6648;48;155;2023-06-04;349;25;44319.51
6649;49;155;2023-06-04;436;23;958266.96
6650;50;155;2023-06-04;19;10;42670.96
6651;51;155;2023-06-04;89;48;202686.82
6652;52;155;2023-06-04;489;40;907363.95
6653;53;155;2023-06-04;332;10;868332.72
6654;54;155;2023-06-04;421;28;369957.96
6655;55;155;2023-06-04;259;32;537409.46
6656;56;155;2023-06-04;345;14;239323.05
6657;57;155;2023-06-04;349;44;718765.5
6658;58;155;2023-06-04;320;26;483731.2
6659;59;155;2023-06-04;114;50;147234.42
6660;60;155;2023-06-04;249;26;599415.21
6661;61;155;2023-06-04;175;13;156044.0
6662;62;155;2023-06-04;47;13;29067.62
6663;63;155;2023-06-04;213;50;106463.79
6664;64;155;2023-06-04;260;1;40718.6
6665;65;155;2023-06-04;70;43;10922.1
6666;66;155;2023-06-04;345;1;88237.2
6667;67;155;2023-06-04;86;44;44302.9
6668;68;155;2023-06-04;156;48;120570.84
6669;69;155;2023-06-04;49;34;31051.79
6670;70;155;2023-06-04;266;37;122586.1
6671;71;155;2023-06-04;363;40;247163.07
6672;72;155;2023-06-04;378;19;23719.5
6673;73;155;2023-06-04;409;41;132135.63
6674;74;155;2023-06-04;310;49;135764.5
6675;75;155;2023-06-04;258;17;88924.86
6676;76;155;2023-06-04;369;17;129238.56
6677;77;155;2023-06-04;145;19;55346.5
6678;78;155;2023-06-04;358;40;98961.94
6679;79;155;2023-06-04;118;0;28296.4
6680;80;155;2023-06-04;296;8;171694.8
6681;81;155;2023-06-04;119;0;12437.88
6682;82;155;2023-06-04;359;3;122070.77
6683;83;155;2023-06-04;498;36;58261.02
6684;84;155;2023-06-04;473;21;31501.8
6685;85;155;2023-06-04;377;17;233099.1
6686;86;155;2023-06-04;372;27;240126.0
6687;87;155;2023-06-04;51;7;71061.36
6688;88;155;2023-06-04;318;44;229580.1
6689;89;155;2023-06-04;362;20;479917.88
6690;90;155;2023-06-04;289;37;430167.83
6691;91;155;2023-06-04;443;49;531094.98
6692;92;155;2023-06-04;331;14;70059.46
6693;93;155;2023-06-04;404;22;317176.36
6694;94;155;2023-06-04;266;3;323402.8
6695;95;155;2023-06-04;432;31;458118.72
6696;96;155;2023-06-04;352;23;399914.24
6697;97;155;2023-06-04;26;19;21835.06
6698;98;155;2023-06-04;269;3;145604.32
6699;99;155;2023-06-04;111;7;39407.22
6700;100;155;2023-06-04;146;29;95932.22
6701;101;155;2023-06-04;231;9;55710.27
6702;102;155;2023-06-04;13;5;16844.23
6703;103;155;2023-06-04;312;48;79266.72
6704;104;155;2023-06-04;319;15;92605.7
6705;105;155;2023-06-04;38;7;3540.84
6706;106;155;2023-06-04;436;27;93822.84
6707;107;155;2023-06-04;348;32;87984.84
6708;108;155;2023-06-04;477;11;113149.17
6709;109;155;2023-06-04;336;23;86966.88
6710;110;155;2023-06-04;267;9;59952.18
6711;111;155;2023-06-04;483;29;65543.1
6712;112;155;2023-06-04;327;47;95389.17
6713;113;155;2023-06-04;51;2;10816.59
6714;114;155;2023-06-04;85;49;16574.15
6715;115;155;2023-06-04;223;16;43768.21
6716;116;155;2023-06-04;79;15;8153.59
6717;117;155;2023-06-04;436;31;120928.96
6718;118;155;2023-06-04;273;37;3510100.23
6719;119;155;2023-06-04;38;6;5475.42
6720;120;155;2023-06-04;420;12;63529.2
6721;121;155;2023-06-04;328;11;1599055.76
6722;122;155;2023-06-04;337;36;718335.72
6723;123;155;2023-06-04;278;46;212989.7
6724;124;155;2023-06-04;300;48;114852.0
6725;125;155;2023-06-04;344;27;238935.52
6726;126;155;2023-06-04;316;47;118667.48
6727;127;155;2023-06-04;388;8;748754.64
6728;128;155;2023-06-04;413;15;3562261.29
6729;129;155;2023-06-04;141;45;2032782.9
6730;130;155;2023-06-04;256;6;359411.2
6731;131;155;2023-06-04;413;15;612958.08
6732;132;155;2023-06-04;89;41;29936.93
6733;133;155;2023-06-04;362;40;59983.4
6734;134;155;2023-06-04;313;49;724272.61
6735;135;155;2023-06-04;304;22;84910.24
6736;136;155;2023-06-04;331;21;57680.06
6737;137;155;2023-06-04;255;15;643724.55
6738;138;155;2023-06-04;118;26;1018032.02
6739;139;155;2023-06-04;184;26;344024.8
6740;140;155;2023-06-04;159;44;29836.35
6741;141;155;2023-06-04;374;20;35642.2
6742;142;155;2023-06-04;369;24;68372.01
6743;143;155;2023-06-04;302;12;505850.0
6744;144;155;2023-06-04;210;46;1330646.1
6745;145;155;2023-06-04;361;3;4520467.27
6746;146;155;2023-06-04;6;4;2971.8
6747;147;155;2023-06-04;77;7;121332.75
6748;148;155;2023-06-04;172;8;38916.72
6749;149;155;2023-06-04;392;20;51724.4
6750;150;155;2023-06-04;197;39;57323.06
6751;151;155;2023-06-04;134;19;40127.64
6752;152;155;2023-06-04;482;43;77148.92
6753;153;155;2023-06-04;465;5;76334.4
6754;154;155;2023-06-04;134;46;131876.1
6755;155;155;2023-06-04;494;32;155585.3
6756;156;155;2023-06-04;267;12;1184403.99
6757;157;155;2023-06-04;78;1;416577.72
6758;158;155;2023-06-04;201;40;171790.68
6759;159;155;2023-06-04;88;27;73831.12
6760;160;155;2023-06-04;451;25;235913.59
6761;161;155;2023-06-04;207;46;2431341.27
6762;162;155;2023-06-04;244;9;382853.08
6763;163;155;2023-06-04;136;33;55621.28
6764;164;155;2023-06-04;268;19;310687.04
6765;165;155;2023-06-04;219;15;2778704.85
6766;166;155;2023-06-04;312;39;61024.08
6767;167;155;2023-06-04;133;5;215690.09
6768;168;155;2023-06-04;438;16;121996.14
6769;169;155;2023-06-04;458;36;199578.08
6770;170;155;2023-06-04;33;9;404043.42
6771;171;155;2023-06-04;343;14;93069.62
6772;172;155;2023-06-04;145;41;96058.15
6773;173;155;2023-06-04;268;16;31294.36
6774;174;155;2023-06-04;254;15;330527.66
6775;175;155;2023-06-04;166;34;132394.96
6776;176;155;2023-06-04;271;19;277785.84
6777;177;155;2023-06-04;383;17;516157.61
6778;178;155;2023-06-04;73;4;17387.87
6779;179;155;2023-06-04;293;6;99394.39
6780;180;155;2023-06-04;306;47;43568.28
6781;181;155;2023-06-04;432;33;31950.72
6782;182;155;2023-06-04;348;10;476954.88
6783;183;155;2023-06-04;43;19;55708.65
6784;184;155;2023-06-04;430;34;357600.9
6785;185;155;2023-06-04;456;13;230476.08
6786;186;155;2023-06-04;292;5;400755.4
6787;187;155;2023-06-04;156;10;34231.08
6788;188;155;2023-06-04;227;37;278833.18
6789;189;155;2023-06-04;374;13;93301.78
6790;190;155;2023-06-04;391;17;51967.81
6791;191;155;2023-06-04;432;24;65318.4
6792;192;155;2023-06-04;160;22;47619.2
6793;193;155;2023-06-04;408;20;837089.52
6794;194;155;2023-06-04;90;15;85878.9
6795;195;155;2023-06-04;255;8;132804.0
6796;196;155;2023-06-04;180;45;138544.2
6797;197;155;2023-06-04;53;7;5377.91
6798;198;155;2023-06-04;196;11;186870.32
6799;199;155;2023-06-04;471;9;358407.45
6800;200;155;2023-06-04;362;32;715351.82
6801;201;155;2023-06-04;389;6;48414.94
6802;202;155;2023-06-04;232;35;2592917.84
6803;203;155;2023-06-04;264;1;57047.76
6804;204;155;2023-06-04;438;39;108921.84
6805;205;155;2023-06-04;386;42;188584.16
6806;206;155;2023-06-04;494;40;726753.04
6807;207;155;2023-06-04;224;11;220436.16
6808;208;155;2023-06-04;473;5;367823.72
6809;209;155;2023-06-04;438;18;55796.82
6810;210;155;2023-06-04;111;0;117772.11
6811;211;155;2023-06-04;258;40;364814.58
6812;212;155;2023-06-04;188;21;157267.64
6813;213;155;2023-06-04;343;33;186146.1
6814;214;155;2023-06-04;223;17;1243450.23
6815;215;155;2023-06-04;217;9;626268.51
6816;216;155;2023-06-04;104;39;80111.2
6817;217;155;2023-06-04;300;5;352443.0
6818;218;155;2023-06-04;408;25;64051.92
6819;219;155;2023-06-04;400;13;2766512.0
6820;220;155;2023-06-04;111;44;54951.66
6821;221;155;2023-06-04;336;17;190333.92
6822;222;155;2023-06-04;186;26;95646.78
6823;223;155;2023-06-04;104;26;9094.8
6824;224;155;2023-06-04;155;45;22859.4
6825;225;155;2023-06-04;361;2;102011.38
6826;226;155;2023-06-04;416;31;518677.12
6827;227;155;2023-06-04;416;28;322720.32
6828;228;155;2023-06-04;434;20;191320.22
6829;229;155;2023-06-04;27;6;24507.36
6830;230;155;2023-06-04;448;0;339248.0
6831;231;155;2023-06-04;216;18;30648.24
6832;232;155;2023-06-04;15;4;32684.85
6833;233;155;2023-06-04;443;9;731251.24
6834;234;155;2023-06-04;155;31;332470.35
6835;235;155;2023-06-04;73;33;4460.3
6836;236;155;2023-06-04;200;39;140750.0
6837;237;155;2023-06-04;37;35;40532.39
6838;238;155;2023-06-04;195;40;136449.3
6839;239;155;2023-06-04;98;49;156042.46
6840;240;155;2023-06-04;465;49;694900.65
6841;241;155;2023-06-04;451;5;53885.48
6842;242;155;2023-06-04;455;44;90740.65
6843;243;155;2023-06-04;269;44;2574155.15
6844;244;155;2023-06-04;418;8;730655.64
6845;245;155;2023-06-04;191;41;126963.43
6846;246;155;2023-06-04;186;35;31761.36
6847;247;155;2023-06-04;97;34;124934.06
6848;248;155;2023-06-04;123;25;12857.19
6849;249;155;2023-06-04;447;44;133317.75
6850;250;155;2023-06-04;368;4;232189.6
6851;251;155;2023-06-04;176;1;193520.8
6852;252;155;2023-06-04;120;7;28653.6
6853;253;155;2023-06-04;65;39;40768.65
6854;254;155;2023-06-04;6;4;12240.84
6855;255;155;2023-06-04;432;49;150979.68
6856;256;155;2023-06-04;482;45;7206521.78
6857;257;155;2023-06-04;285;39;92693.4
6858;258;155;2023-06-04;290;14;2424286.9
6859;259;155;2023-06-04;454;29;601836.02
6860;260;155;2023-06-04;498;42;81766.62
6861;261;155;2023-06-04;257;44;50166.4
6862;262;155;2023-06-04;148;31;237147.8
6863;263;155;2023-06-04;63;4;35635.32
6864;264;155;2023-06-04;191;23;2044930.04
6865;265;155;2023-06-04;48;18;37207.68
6866;266;155;2023-06-04;41;33;469070.75
6867;267;155;2023-06-04;82;13;522483.5
6868;268;155;2023-06-04;180;17;20392.2
6869;269;155;2023-06-04;305;6;485852.8
6870;270;155;2023-06-04;66;12;166999.8
6871;271;155;2023-06-04;166;15;436925.28
6872;272;155;2023-06-04;34;30;18769.02
6873;273;155;2023-06-04;361;5;273818.5
6874;274;155;2023-06-04;35;19;36807.4
6875;275;155;2023-06-04;107;42;18171.81
6876;276;155;2023-06-04;449;40;211959.43
6877;277;155;2023-06-04;79;40;110637.92
6878;278;155;2023-06-04;342;13;234605.16
6879;279;155;2023-06-04;107;49;242955.27
6880;280;155;2023-06-04;435;38;144589.65
6881;281;155;2023-06-04;41;37;32197.71
6882;282;155;2023-06-04;46;7;53231.66
6883;283;155;2023-06-04;305;39;1865868.0
6884;284;155;2023-06-04;276;4;170821.92
6885;285;155;2023-06-04;105;23;9574.95
6886;286;155;2023-06-04;281;44;495866.65
6887;287;155;2023-06-04;223;16;47414.26
6888;288;155;2023-06-04;137;10;141526.48
6889;289;155;2023-06-04;244;16;3489629.44
6890;290;155;2023-06-04;476;9;294967.68
6891;291;155;2023-06-04;147;2;367774.89
6892;292;155;2023-06-04;400;29;372916.0
6893;293;155;2023-06-04;408;47;2212359.6
6894;294;155;2023-06-04;178;16;17764.4
6895;295;155;2023-06-04;352;14;487284.16
6896;296;155;2023-06-04;245;26;250563.95
6897;297;155;2023-06-04;75;7;3874.5
6898;298;155;2023-06-04;268;44;359798.04
6899;299;155;2023-06-04;225;37;541442.25
6900;300;155;2023-06-04;10;5;3958.7
6901;1;162;2023-06-11;150;32;728289.0
6902;2;162;2023-06-11;292;9;3946312.84
6903;3;162;2023-06-11;137;38;690160.79
6904;4;162;2023-06-11;395;33;4831075.15
6905;5;162;2023-06-11;145;15;1699078.1
6906;6;162;2023-06-11;488;49;4844185.68
6907;7;162;2023-06-11;162;39;515503.44
6908;8;162;2023-06-11;487;36;2329442.75
6909;9;162;2023-06-11;493;28;535013.46
6910;10;162;2023-06-11;77;13;892661.0
6911;11;162;2023-06-11;406;17;3222389.52
